country,year,income,life_expectancy,population,four_regions,eight_regions,six_regions
Chile,2015,22500,80.1,17800000,americas,america_south,america
China,2015,13600,76.3,1400000000,asia,east_asia_pacific,east_asia_pacific
Colombia,2015,13000,78,48200000,americas,america_south,america
Comoros,2015,1410,67.3,777000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",2015,750,60.9,76200000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",2015,5540,62.6,5000000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,2015,14900,80.9,4810000,americas,america_north,america
Cote d'Ivoire,2015,3250,59.2,23100000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,2015,20600,77.3,4240000,europe,europe_east,europe_central_asia
Cuba,2015,20000,78.9,11500000,americas,america_north,america
Cyprus,2015,30400,80.5,1160000,europe,europe_west,europe_central_asia
Czech Republic,2015,30400,78.9,10600000,europe,europe_east,europe_central_asia
Denmark,2015,45500,80.7,5690000,europe,europe_west,europe_central_asia
Djibouti,2015,3140,66.1,927000,africa,africa_north,middle_east_north_africa
Dominica,2015,10100,71.7,73200,americas,america_north,america
Dominican Republic,2015,13400,75.5,10500000,americas,america_north,america
Ecuador,2015,10800,77.9,16100000,americas,america_south,america
Egypt,2015,10100,71.9,93800000,africa,africa_north,middle_east_north_africa
El Salvador,2015,7850,75,6310000,americas,america_north,america
Equatorial Guinea,2015,27200,65.2,1180000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,2015,1240,63.4,4850000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,2015,27300,77.2,1320000,europe,europe_east,europe_central_asia
Ethiopia,2015,1530,65.2,99900000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,2015,8760,65.5,892000,asia,east_asia_pacific,east_asia_pacific
Finland,2015,39000,81.5,5480000,europe,europe_east,europe_central_asia
France,2015,37800,82.2,64500000,europe,europe_west,europe_central_asia
Gabon,2015,16800,66,1930000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,2015,1590,67,1980000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,2015,9030,73.7,3950000,europe,europe_east,europe_central_asia
Germany,2015,43800,80.8,81700000,europe,europe_west,europe_central_asia
Ghana,2015,3930,65.4,27600000,africa,africa_sub_saharan,sub_saharan_africa
Greece,2015,24100,81,11200000,europe,europe_west,europe_central_asia
Grenada,2015,12700,71.4,107000,americas,america_north,america
Guatemala,2015,7290,72.5,16300000,americas,america_north,america
Guinea,2015,1180,60,12100000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,2015,1420,58.2,1770000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,2015,7060,67,769000,americas,america_south,america
Haiti,2015,1650,63.9,10700000,americas,america_north,america
Honduras,2015,4310,72.5,8960000,americas,america_north,america
Hungary,2015,24800,75.7,9780000,europe,europe_east,europe_central_asia
Iceland,2015,42700,82.2,330000,europe,europe_west,europe_central_asia
India,2015,5750,68.2,1310000000,asia,asia_west,south_asia
Indonesia,2015,10400,71.4,258000000,asia,east_asia_pacific,east_asia_pacific
Iran,2015,16000,75.8,79400000,asia,asia_west,middle_east_north_africa
Iraq,2015,14900,67.6,36100000,asia,asia_west,middle_east_north_africa
Ireland,2015,60900,81.1,4700000,europe,europe_west,europe_central_asia
Israel,2015,32000,82,8060000,asia,asia_west,middle_east_north_africa
Italy,2015,34200,82.3,59500000,europe,europe_west,europe_central_asia
Jamaica,2015,8110,74.9,2870000,americas,america_north,america
Japan,2015,37800,83.8,128000000,asia,east_asia_pacific,east_asia_pacific
Jordan,2015,8490,76.8,9160000,asia,asia_west,middle_east_north_africa
Kazakhstan,2015,23500,71.6,17700000,asia,asia_west,europe_central_asia
Kenya,2015,2840,66.3,47200000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,2015,1870,61.6,112000,asia,east_asia_pacific,east_asia_pacific
Kuwait,2015,69300,79.8,3940000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,2015,3240,71.1,5870000,asia,asia_west,europe_central_asia
Lao,2015,5430,66.8,6660000,asia,east_asia_pacific,east_asia_pacific
Latvia,2015,23100,74.8,1990000,europe,europe_east,europe_central_asia
Lebanon,2015,13100,80.1,5850000,asia,asia_west,middle_east_north_africa
Lesotho,2015,2780,49.6,2170000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,2015,785,63.8,4500000,africa,africa_sub_saharan,sub_saharan_africa
Libya,2015,13500,74.2,6230000,africa,africa_north,middle_east_north_africa
Lithuania,2015,27000,74.9,2930000,europe,europe_east,europe_central_asia
Luxembourg,2015,95300,82,567000,europe,europe_west,europe_central_asia
"Macedonia, FYR",2015,12800,74.6,2080000,europe,europe_east,europe_central_asia
Madagascar,2015,1380,62.3,24200000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,2015,1090,59.4,17600000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,2015,25000,75.4,30700000,asia,east_asia_pacific,east_asia_pacific
Maldives,2015,12000,79.3,418000,asia,asia_west,south_asia
Mali,2015,1920,61.4,17500000,africa,africa_sub_saharan,sub_saharan_africa
Malta,2015,34400,81.3,428000,europe,europe_west,europe_central_asia
Marshall Islands,2015,3670,64.7,53000,asia,east_asia_pacific,east_asia_pacific
Mauritania,2015,3600,70,4180000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,2015,18900,74.5,1260000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,2015,16700,76.2,126000000,americas,america_north,america
"Micronesia, Fed. Sts.",2015,3290,65.3,104000,asia,east_asia_pacific,east_asia_pacific
Moldova,2015,4750,72.1,4070000,europe,europe_east,europe_central_asia
Monaco,2015,58800,NA,38300,europe,europe_west,europe_central_asia
Mongolia,2015,11400,68.2,2980000,asia,east_asia_pacific,east_asia_pacific
Montenegro,2015,15300,76.9,628000,europe,europe_east,europe_central_asia
Morocco,2015,7290,74.8,34800000,africa,africa_north,middle_east_north_africa
Mozambique,2015,1120,59,28000000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,2015,5070,69.5,52400000,asia,east_asia_pacific,east_asia_pacific
Namibia,2015,9910,64.3,2430000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,2015,12300,NA,11300,asia,east_asia_pacific,east_asia_pacific
Nepal,2015,2300,69.7,28700000,asia,asia_west,south_asia
Netherlands,2015,46400,81.6,16900000,europe,europe_west,europe_central_asia
New Zealand,2015,34600,81.5,4610000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,2015,4960,78,6080000,americas,america_north,america
Niger,2015,897,61.2,19900000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,2015,5670,64,181000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,2015,1390,70.6,25200000,asia,east_asia_pacific,east_asia_pacific
Norway,2015,63700,82.1,5200000,europe,europe_west,europe_central_asia
Oman,2015,40100,77.4,4200000,asia,asia_west,middle_east_north_africa
Pakistan,2015,4700,67.3,189000000,asia,asia_west,south_asia
Palau,2015,14400,NA,21300,asia,east_asia_pacific,east_asia_pacific
Palestine,2015,2650,71.8,4660000,asia,asia_west,middle_east_north_africa
Panama,2015,20700,78.7,3970000,americas,america_north,america
Papua New Guinea,2015,2750,60.5,7920000,asia,east_asia_pacific,east_asia_pacific
Paraguay,2015,8640,74.4,6640000,americas,america_south,america
Peru,2015,11800,79.5,31400000,americas,america_south,america
Philippines,2015,6880,70.1,102000000,asia,east_asia_pacific,east_asia_pacific
Poland,2015,25300,77.7,38300000,europe,europe_west,europe_central_asia
Portugal,2015,26500,80.8,10400000,europe,europe_west,europe_central_asia
Qatar,2015,120000,80.5,2480000,asia,asia_west,middle_east_north_africa
Romania,2015,20500,75.1,19900000,europe,europe_east,europe_central_asia
Russia,2015,24100,70.8,144000000,europe,europe_east,europe_central_asia
Rwanda,2015,1720,67.3,11600000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,2015,5560,71.7,194000,asia,east_asia_pacific,east_asia_pacific
San Marino,2015,39200,NA,33000,europe,europe_west,europe_central_asia
Sao Tome and Principe,2015,2940,70.3,196000,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,2015,50700,76.8,31600000,asia,asia_west,middle_east_north_africa
Senegal,2015,2300,65.9,15000000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,2015,13300,75.7,8850000,europe,europe_east,europe_central_asia
Seychelles,2015,25500,73.7,93700,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,2015,1320,57.6,7240000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,2015,80900,83.6,5540000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,2015,28300,76.8,5440000,europe,europe_east,europe_central_asia
Slovenia,2015,29100,80.7,2070000,europe,europe_east,europe_central_asia
Solomon Islands,2015,2050,62.8,587000,asia,east_asia_pacific,east_asia_pacific
Somalia,2015,623,57.3,13900000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,2015,12400,61.8,55300000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,2015,34200,80.9,50600000,asia,east_asia_pacific,east_asia_pacific
South Sudan,2015,1810,58.9,11900000,africa,africa_sub_saharan,sub_saharan_africa
Spain,2015,32200,82.9,46400000,europe,europe_west,europe_central_asia
Sri Lanka,2015,11100,77.2,20700000,asia,asia_west,south_asia
St. Kitts and Nevis,2015,24100,NA,54300,americas,america_north,america
St. Lucia,2015,10700,76.1,177000,americas,america_north,america
St. Vincent and the Grenadines,2015,10500,71.6,109000,americas,america_north,america
Sudan,2015,4290,68,38600000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,2015,14800,71.2,553000,americas,america_south,america
Swaziland,2015,8050,56.4,1320000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,2015,45500,82.1,9760000,europe,europe_west,europe_central_asia
Switzerland,2015,56500,83.1,8320000,europe,europe_west,europe_central_asia
Syria,2015,3500,68.4,18700000,asia,asia_west,middle_east_north_africa
Tajikistan,2015,2640,71.6,8550000,asia,asia_west,europe_central_asia
Tanzania,2015,2490,63.5,53900000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,2015,15200,77.6,68700000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,2015,2150,72.6,1240000,asia,east_asia_pacific,east_asia_pacific
Togo,2015,1350,62.1,7420000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,2015,5190,70.3,106000,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,2015,31300,73.1,1360000,americas,america_north,america
Tunisia,2015,10800,77.4,11300000,africa,africa_north,middle_east_north_africa
Turkey,2015,23400,79,78300000,europe,europe_east,europe_central_asia
Turkmenistan,2015,15000,69.9,5570000,asia,asia_west,europe_central_asia
Tuvalu,2015,3320,NA,11000,asia,east_asia_pacific,east_asia_pacific
Uganda,2015,1690,61.6,40100000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,2015,7470,71.9,44700000,europe,europe_east,europe_central_asia
United Arab Emirates,2015,66000,76.5,9150000,asia,asia_west,middle_east_north_africa
United Kingdom,2015,38500,80.8,65400000,europe,europe_west,europe_central_asia
United States,2015,52800,78.8,320000000,americas,america_north,america
Uruguay,2015,19800,77.1,3430000,americas,america_south,america
Uzbekistan,2015,5700,70,31000000,asia,asia_west,europe_central_asia
Vanuatu,2015,2810,63.6,265000,asia,east_asia_pacific,east_asia_pacific
Venezuela,2015,15600,75.5,31200000,americas,america_south,america
Vietnam,2015,5670,74.3,93600000,asia,east_asia_pacific,east_asia_pacific
Yemen,2015,2640,67.2,26900000,asia,asia_west,middle_east_north_africa
Zambia,2015,3630,58.1,16100000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,2015,1890,58.3,15800000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,2016,1740,58,34700000,asia,asia_west,south_asia
Albania,2016,11400,77.7,2930000,europe,europe_east,europe_central_asia
Algeria,2016,14000,77.4,40600000,africa,africa_north,middle_east_north_africa
Andorra,2016,48200,82.5,77300,europe,europe_west,europe_central_asia
Angola,2016,6030,64.7,28800000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,2016,20800,77.3,101000,americas,america_north,america
Argentina,2016,18500,76.7,43800000,americas,america_south,america
Armenia,2016,8170,75.7,2920000,europe,europe_east,europe_central_asia
Australia,2016,44400,82.5,24100000,asia,east_asia_pacific,east_asia_pacific
Austria,2016,44100,81.5,8710000,europe,europe_west,europe_central_asia
Azerbaijan,2016,16000,72.1,9730000,europe,europe_east,europe_central_asia
Bahamas,2016,21500,73.8,391000,americas,america_north,america
Bahrain,2016,44600,76.9,1430000,asia,asia_west,middle_east_north_africa
Bangladesh,2016,3320,72.8,163000000,asia,asia_west,south_asia
Barbados,2016,15600,76.5,285000,americas,america_north,america
Belarus,2016,16700,73.5,9480000,europe,europe_east,europe_central_asia
Belgium,2016,41900,80.9,11400000,europe,europe_west,europe_central_asia
Belize,2016,7830,72,367000,americas,america_north,america
Benin,2016,2010,64.4,10900000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,2016,8110,74.1,798000,asia,asia_west,south_asia
Bolivia,2016,6710,73.3,10900000,americas,america_south,america
Bosnia and Herzegovina,2016,11200,77.6,3520000,europe,europe_east,europe_central_asia
Botswana,2016,15500,65.5,2250000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,2016,14000,75.3,208000000,americas,america_south,america
Brunei,2016,71800,77,423000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,2016,17700,75.1,7130000,europe,europe_east,europe_central_asia
Burkina Faso,2016,1600,60.8,18600000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,2016,721,60.4,10500000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,2016,3460,68.7,15800000,asia,east_asia_pacific,east_asia_pacific
Cameroon,2016,3050,60.2,23400000,africa,africa_sub_saharan,sub_saharan_africa
Canada,2016,43100,81.8,36300000,americas,america_north,america
Cape Verde,2016,6080,73.7,540000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,2016,648,50.3,4590000,africa,africa_sub_saharan,sub_saharan_africa
Chad,2016,1850,59.8,14500000,africa,africa_sub_saharan,sub_saharan_africa
Chile,2016,22700,80.2,17900000,americas,america_south,america
China,2016,14400,76.6,1400000000,asia,east_asia_pacific,east_asia_pacific
Colombia,2016,13100,78.2,48700000,americas,america_south,america
Comoros,2016,1410,67.6,796000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",2016,742,61.6,78700000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",2016,5300,63,5130000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,2016,15400,81,4860000,americas,america_north,america
Cote d'Ivoire,2016,3450,60,23700000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,2016,21400,77.3,4210000,europe,europe_east,europe_central_asia
Cuba,2016,20000,79,11500000,americas,america_north,america
Cyprus,2016,31200,80.5,1170000,europe,europe_west,europe_central_asia
Czech Republic,2016,31100,79.1,10600000,europe,europe_east,europe_central_asia
Denmark,2016,45700,80.8,5710000,europe,europe_west,europe_central_asia
Djibouti,2016,3270,66.7,942000,africa,africa_north,middle_east_north_africa
Dominica,2016,10200,73,73500,americas,america_north,america
Dominican Republic,2016,14100,75.7,10600000,americas,america_north,america
Ecuador,2016,10500,77.9,16400000,americas,america_south,america
Egypt,2016,10300,72.2,95700000,africa,africa_north,middle_east_north_africa
El Salvador,2016,7990,75.3,6340000,americas,america_north,america
Equatorial Guinea,2016,23700,65.5,1220000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,2016,1240,63.7,4950000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,2016,27700,77.4,1310000,europe,europe_east,europe_central_asia
Ethiopia,2016,1610,65.6,102000000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,2016,8860,65.5,899000,asia,east_asia_pacific,east_asia_pacific
Finland,2016,39400,81.7,5500000,europe,europe_east,europe_central_asia
France,2016,38100,82.3,64700000,europe,europe_west,europe_central_asia
Gabon,2016,16800,66.6,1980000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,2016,1570,67.3,2040000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,2016,9270,74,3930000,europe,europe_east,europe_central_asia
Germany,2016,44100,80.9,81900000,europe,europe_west,europe_central_asia
Ghana,2016,3980,66,28200000,africa,africa_sub_saharan,sub_saharan_africa
Greece,2016,24300,81,11200000,europe,europe_west,europe_central_asia
Grenada,2016,12900,71.6,107000,americas,america_north,america
Guatemala,2016,7370,72.7,16600000,americas,america_north,america
Guinea,2016,1220,60.7,12400000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,2016,1470,58.8,1820000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,2016,7250,67.9,773000,americas,america_south,america
Haiti,2016,1650,64,10800000,americas,america_north,america
Honduras,2016,4390,72.7,9110000,americas,america_north,america
Hungary,2016,25400,75.7,9750000,europe,europe_east,europe_central_asia
Iceland,2016,45300,82.3,332000,europe,europe_west,europe_central_asia
India,2016,6090,68.6,1320000000,asia,asia_west,south_asia
Indonesia,2016,10800,71.7,261000000,asia,east_asia_pacific,east_asia_pacific
Iran,2016,16300,76.1,80300000,asia,asia_west,middle_east_north_africa
Iraq,2016,16100,67.7,37200000,asia,asia_west,middle_east_north_africa
Ireland,2016,62800,81.2,4730000,europe,europe_west,europe_central_asia
Israel,2016,32600,82.1,8190000,asia,asia_west,middle_east_north_africa
Italy,2016,34600,82.3,59400000,europe,europe_west,europe_central_asia
Jamaica,2016,8190,74.9,2880000,americas,america_north,america
Japan,2016,38200,83.9,128000000,asia,east_asia_pacific,east_asia_pacific
Jordan,2016,8390,76.3,9460000,asia,asia_west,middle_east_north_africa
Kazakhstan,2016,23400,71.7,18000000,asia,asia_west,europe_central_asia
Kenya,2016,2930,66.9,48500000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,2016,1900,61.9,114000,asia,east_asia_pacific,east_asia_pacific
